"","train_days","oos_day","spec","fcst_rmse","rw_rmse","fcst_mae","rw_mae","box_p_lag4","box_p_lag5","box_p_lag6","box_p_lag7","arch_p_lag4","arch_p_lag5","arch_p_lag6","arch_p_lag7","jb_p","dm_p_1","dm_p_2"
"613","2012-09-04/2012-09-05","2012-09-06","ARIMA(2,1,2)",0.00275963964165854,0.0028488340050716,0.00213353453103833,0.00215318969571359,0.998561458827833,0.643979938548637,0.754558496478784,0.751716282886055,0.873640822209985,0.393321336216936,0.482827085607364,0.596472153378604,0,0.182495895124464,3.15292478724029e-05
"614","2012-09-05/2012-09-06","2012-09-07","ARIMA(1,1,3)",0.00280703632533429,0.00288921399857841,0.00219589565040932,0.00221881059807073,0.985594179173509,0.995182511654222,0.923913244634751,0.907249849928085,0.53959718468651,0.379268724071986,0.483554799822166,0.569411121565834,0,0.13785064041326,0.000106848001548066
"615","2012-09-06/2012-09-07","2012-09-08","ARIMA(1,1,3)",0.00324757396745017,0.00327765738910282,0.00251285218416261,0.00248823904062097,0.97745217590591,0.993547825285788,0.985697882372654,0.993704739798064,0.275365966604662,0.387078555759294,0.473783185582842,0.591424923727759,0,0.894396185375326,0.0646788893332989
"616","2012-09-07/2012-09-08","2012-09-09","ARIMA(1,1,3)",0.00327423514959192,0.00331682153491346,0.00252104203730891,0.0025157867786571,0.903281095621257,0.699666770103813,0.728588756383142,0.737772566726572,0.0318315143221448,0.0372910710558749,0.0405419175660409,0.0188708238327741,1.11022302462516e-16,0.606873703914059,0.0124038889866915
"617","2012-09-08/2012-09-09","2012-09-10","ARIMA(2,0,0) with zero mean",0.00289144135102902,0.00288676181099518,0.00221007631443537,0.00218862303480548,0.978412950960341,0.704036181338365,0.801778755020155,0.55218058088412,0.0864011352942661,0.059425461574801,0.0507858365986806,0.0838898552427438,0,0.999996146137267,0.819991810481528
"618","2012-09-09/2012-09-10","2012-09-11","ARIMA(1,1,3)",0.00265195712800871,0.0027317013810285,0.00204661660183024,0.00205636284041314,0.395111760031514,0.378316313240339,0.120632226187711,0.132073064763342,0.0108713626634235,0.00172131608982706,0.000808160057857554,0.00170536627614171,0,0.320545188629722,0.000486720603146833
"619","2012-09-10/2012-09-11","2012-09-12","ARIMA(1,1,2)",0.0025944636666028,0.00267825875574331,0.00201737434904804,0.00202476754027306,0.423053925373235,0.304358242017562,0.194514703833259,0.0355987303570766,0.180102316065466,0.025677808825269,0.0430623214271849,0.0415017287398801,3.574918139293e-14,0.361228200473277,0.000114393307377006
"620","2012-09-11/2012-09-12","2012-09-13","ARIMA(0,1,4)",0.00318955776880852,0.0032018635231767,0.00208171437502358,0.00206607304374059,0.996641531010574,0.988374028798813,0.978538313334507,0.661112887219041,0.486192123679043,0.099853166919874,0.158084880583568,0.209942980980976,1.74182890333441e-12,0.749625918244219,0.388980337741626
"621","2012-09-12/2012-09-13","2012-09-14","ARIMA(1,1,3)",0.00269601171896084,0.00276772245253572,0.00210268206512502,0.00209662410215667,0.788252712903828,0.0173594798218027,0.0252370660247987,0.0433406585797066,1.99840144432528e-14,0,0,0,0,0.611018711360759,0.000744879113622358
"622","2012-09-13/2012-09-14","2012-09-15","ARIMA(0,1,5)",0.0031090096467927,0.00310716846971301,0.00241574603827697,0.00236113905660944,0.988486790121799,0.00297344338383232,0.000134787502828471,0.000171423841247687,1.11022302462516e-15,0,0,0,0,0.997095657133929,0.532486379760967
"623","2012-09-14/2012-09-15","2012-09-16","ARIMA(3,1,2)",0.00317220582476792,0.0032163701367391,0.00248510323428146,0.00248806594037244,0.997168911288129,0.999331453478424,0.999120753440674,0.989345084945409,0.0177444455945575,2.63485254766715e-05,4.72317363906516e-05,0.000106439800327318,3.30242500012901e-11,0.434460978130145,0.00411144581301139
"624","2012-09-15/2012-09-16","2012-09-17","ARIMA(3,0,0) with zero mean",0.00304667386718807,0.00302845885910849,0.00233100328289331,0.00228160723519968,0.993832516733455,0.990357251057445,0.984493053604375,0.961647502975424,0.218649487600164,0.0343107553937131,0.0556123190981708,0.0847504383248469,0.000461230375047528,0.999999999989744,0.990298451638293
"625","2012-09-16/2012-09-17","2012-09-18","ARIMA(2,1,3)",0.00281543559814504,0.00289989195198563,0.00220993491152207,0.00223466040611917,0.956772763424365,0.485426181910179,0.58494311108576,0.354494775577151,0.0413504554671615,0.00178996521418007,0.00265213993506619,0.00430284257457303,8.75141514811162e-10,0.13200710399135,0.000248416804546165
"626","2012-09-17/2012-09-18","2012-09-19","ARIMA(1,1,3)",0.00278186441042276,0.00286923838112488,0.00216864462175135,0.00216950336178096,0.919526807017888,0.924052732464174,0.93705637461793,0.535008565556376,0.0923838765731823,0.00455778578019794,0.00934192249355115,0.0151062326534473,1.43218770176645e-14,0.484254359811467,0.000152817085091396
"627","2012-09-18/2012-09-19","2012-09-20","ARIMA(2,1,2)",0.00279191129120685,0.0028602041382985,0.00216299567137096,0.0021614037420648,0.971161087666178,0.991040398835781,0.917938640137282,0.95201480461349,0.0459724226660023,0.0187961607311862,0.000298800928408061,0.000526338729587739,3.16577875025814e-11,0.529031153227407,0.00187459403305826
"628","2012-09-19/2012-09-20","2012-09-21","ARIMA(1,1,3)",0.00261309000331492,0.0026968937465448,0.00204792430879388,0.00205054396030696,0.536994220736232,0.592745036187817,0.699508348015891,0.709276580272248,0.00107127326876399,0.000477932294463912,3.08516301672501e-06,6.28323353191185e-06,0,0.451070505332378,0.000195159631558367
"629","2012-09-20/2012-09-21","2012-09-22","ARIMA(4,1,1)",0.00293117939832388,0.00294293088562165,0.00226703272589563,0.00222474531575182,0.999793051160727,0.906294223174246,0.916929756965558,0.796357223366787,0.000140911697228296,1.26403903857319e-05,3.38265094463885e-05,5.58142812544515e-05,4.06188824797482e-07,0.988531429830263,0.25560144413672
"630","2012-09-21/2012-09-22","2012-09-23","ARIMA(0,1,3)",0.0032653303222473,0.00329489519224969,0.00250949614420888,0.00247992149251911,0.997730419439138,0.699435472587175,0.726520385594738,0.454919534083017,0.0335875344313428,0.0635667933974533,0.0285631146531546,0.0371610651498996,1.41992106961197e-09,0.950391288398441,0.04052993815497
"631","2012-09-22/2012-09-23","2012-09-24","ARIMA(2,0,0) with zero mean",0.00290935754592014,0.00291086087780686,0.00220847310112026,0.0021802383515766,0.48401673162006,0.590859156858553,0.707359789120545,0.755859308183754,0.721484631525847,0.784105593986741,0.471203071175234,0.243001059519718,0,0.999999608843652,0.401945898206485
"632","2012-09-23/2012-09-24","2012-09-25","ARIMA(2,1,2)",0.00277307734992907,0.00286036194633718,0.00214926981042758,0.00216778781521508,0.958067012723892,0.813253477906324,0.856648242558416,0.844016185738346,0.216401466090167,0.0058688493924135,0.00279916169222671,0.00129602430019826,0,0.198394417903407,0.000147239259301627
"633","2012-09-24/2012-09-25","2012-09-26","ARIMA(2,1,2)",0.00297453035658351,0.00304368957284946,0.002212475512704,0.00222799330727032,0.668993484075035,0.79617415385133,0.856687636315117,0.904789298171463,0.347518226578514,0.327550572484825,0.435774987397707,0.522132360151672,3.33066907387547e-15,0.22929776497497,0.0025163167823093
"634","2012-09-25/2012-09-26","2012-09-27","ARIMA(3,1,2)",0.00296141792117775,0.00305386808917122,0.00230048483736941,0.00232420154087889,0.991678772864291,0.993313192599132,0.978351403638112,0.987428683590539,0,0,0,0,0,0.148062471933935,9.43037963484238e-05
"635","2012-09-26/2012-09-27","2012-09-28","ARIMA(2,1,2)",0.00296142885126819,0.00297554296263964,0.00226080805968869,0.00221383324510666,0.998956178926131,0.999850488725841,0.990337249244135,0.955362460676519,0,0,0,0,0,0.983539767421478,0.283373654324011
"636","2012-09-27/2012-09-28","2012-09-29","ARIMA(3,1,2)",0.00306595376608934,0.0030957784298531,0.00237070302141027,0.00232940897340066,0.740927194328564,0.718612253529213,0.805334423780681,0.375863351553335,0.592507106318674,0.547253927296038,0.485928104397304,0.603547647168959,0,0.987635221024525,0.0623129854296352
"637","2012-09-28/2012-09-29","2012-09-30","ARIMA(1,1,3)",0.00316384365768684,0.00320026950106142,0.00239190342278966,0.00238781277704701,0.223312236874093,0.0590019308205124,0.0921076360539472,0.0822877737612689,0.235999704560218,0.330194580993045,0.450030572302095,0.562719501858556,0,0.590776721651808,0.023492951381978
"638","2012-09-29/2012-09-30","2012-10-01","ARIMA(0,0,1) with zero mean",0.00292588798080046,0.00293475714006532,0.00224217103176499,0.00223419993195405,0.867898517848668,0.333498715613169,0.376077369250641,0.432627459097314,0.00398818644302079,0.00881917137504007,0.016102697512326,0.0290573401887964,0,0.997198196121543,0.00235412042974182
"639","2012-09-30/2012-10-01","2012-10-02","ARIMA(2,1,2)",0.00271941489995319,0.00282600050009376,0.00212880996407514,0.00214077149097227,0.941161473963914,0.894105388295964,0.560631643870394,0.606617539125109,0.000115825269942138,7.79181913515004e-05,0.000149991505099312,0.000316972840083141,0,0.296479369645296,1.95327767506963e-05
"640","2012-10-01/2012-10-02","2012-10-03","ARIMA(2,1,2)",0.00281355822670883,0.00288605001109928,0.00218247133735918,0.00217752711204692,0.9796542032894,0.981352066444761,0.877033742230728,0.886210424301432,0.0894171975979445,0.0884472723248145,0.0555206978219418,0.062204000813856,2.0688758950449e-07,0.581993200852697,0.00394466661882344
"641","2012-10-02/2012-10-03","2012-10-04","ARIMA(2,1,2)",0.00264271193961963,0.00274431303010184,0.00202595392464918,0.00203712938796707,0.919849379498114,0.937837167686547,0.966058632749641,0.983599666112164,0.0066885557972598,0.00190393276306,0.00384138987997296,0.00559917347283212,1.11022302462516e-16,0.309810468009838,1.85915619696541e-05
"642","2012-10-03/2012-10-04","2012-10-05","ARIMA(0,1,4)",0.00252835442753964,0.00262713056670502,0.00199169783914957,0.00198221943522389,0.997164782752371,0.99270518258888,0.997740510695277,0.969300488777025,9.38914201779051e-05,1.44523133271957e-06,2.68664305713706e-06,2.60210140767825e-06,0,0.66405117061938,7.33789149463547e-05
"643","2012-10-04/2012-10-05","2012-10-06","ARIMA(1,1,2)",0.00312526726762677,0.0031500675214987,0.00238754103873983,0.00237788273515892,0.65052914095356,0.762660793507512,0.82604865920841,0.382648514510823,0.000465463460748938,0.000113342438121999,0.000280048072844763,0.000201625154206297,8.71587690909337e-10,0.682122985008692,0.115573266494485
"644","2012-10-05/2012-10-06","2012-10-07","ARIMA(0,1,3)",0.00295475201735004,0.00297727187789129,0.00225568978187285,0.00220152574445832,0.930842105317742,0.855275184589262,0.876618426524873,0.563091924644826,1.40772424384039e-07,3.13927349893106e-07,3.87555706637954e-07,1.50440579327338e-07,0,0.996742182385167,0.132092365197267
"645","2012-10-06/2012-10-07","2012-10-08","ARIMA(2,0,0) with zero mean",0.00280108268167501,0.00280304609693214,0.0021312205276363,0.00211378656251509,0.722975014098207,0.836624863442152,0.168733826304099,0.0179778723653057,5.45119797881188e-05,0.00011279498091088,0.000154934871796408,0.0003042014382586,0,0.999941463423479,0.341845722331105
"646","2012-10-07/2012-10-08","2012-10-09","ARIMA(0,1,4)",0.00276621735163089,0.00285275854960721,0.00214765135023378,0.00217407498179536,0.999381858428397,0.345508002404926,0.419697758257229,0.390167334991353,0.0789908571609279,0.0583908576377166,0.0906985993125842,0.122121696277502,0,0.102306252790719,8.28008173933936e-05
"647","2012-10-08/2012-10-09","2012-10-10","ARIMA(1,1,3)",0.00270291987029292,0.00279812373759568,0.00211320083632553,0.00214393617905376,0.99511898898623,0.941897303254149,0.90932115670775,0.767676152023996,0.0969310438729214,0.029261803219389,0.0518021253628718,0.0773073738116191,9.41913214091983e-13,0.0942822416313012,0.000356496783988354
"648","2012-10-09/2012-10-10","2012-10-11","ARIMA(1,1,3)",0.00256131174044665,0.00265824465509054,0.00199194947413002,0.00201581798483731,0.573707005924615,0.705353104077422,0.788046930535314,0.799551987283465,0.0487275536471833,0.000300682183348777,0.000698729674167287,0.000977574891500854,4.18747703179179e-10,0.153591363067715,0.000146251100087346
"649","2012-10-10/2012-10-11","2012-10-12","ARIMA(1,1,3)",0.00235268580137372,0.00245307841123009,0.00181979860229176,0.00182860741673734,0.492200288561488,0.616417206469265,0.558770793356279,0.644721345512502,0.0164787501758359,0.00399204532853903,0.00409465505575335,0.00805557713350458,1.05562003582804e-10,0.338589741718851,1.61368115835923e-05
"650","2012-10-11/2012-10-12","2012-10-13","ARIMA(1,1,3)",0.00289603872542228,0.00291835638004103,0.00222248580169419,0.00215536890913002,0.942582390407853,0.967002530375304,0.845812551317328,0.804264337826347,0.00933300054500696,0.00193141096735705,0.0023541025762116,0.00211783642354646,0,0.999848729910394,0.114025546559881
"651","2012-10-12/2012-10-13","2012-10-14","ARIMA(1,1,3)",0.00309082968223136,0.00312088857457448,0.00239455179132346,0.00236369115164152,0.976194053837732,0.985158714860572,0.990358727821534,0.664889462460056,0.704568994051511,0.77491098008684,0.855530750056326,0.261502991157046,0,0.962740541542179,0.0372690458506764
"652","2012-10-13/2012-10-14","2012-10-15","ARIMA(0,0,1) with zero mean",0.00282629332498098,0.00283948293672427,0.00216431290530368,0.00215331966450318,0.873591823995677,0.932934620403489,0.578993302692995,0.648817387349396,0.981907363715116,0.972417569242472,0.668489477366395,0.757275833627997,0,0.989809847695136,0.00445981266023726
"653","2012-10-14/2012-10-15","2012-10-16","ARIMA(1,1,3)",0.00255034260744419,0.0026434769519826,0.00198116979299335,0.00199290051269168,0.841808881719378,0.415343474060953,0.378007835987014,0.490618112111054,0.68213171449194,0.754417263389265,0.774113353423363,0.853212693567712,0,0.286673353532305,4.38704544640419e-05
"654","2012-10-15/2012-10-16","2012-10-17","ARIMA(2,1,3)",0.00258263135007276,0.00267421298018926,0.00200643207127696,0.00202747990668836,0.99923155048131,0.998931451427543,0.999806227724619,0.998615812695275,0.900521667417182,0.942611300200136,0.972313235731179,0.887895378808299,1.11022302462516e-16,0.174126915782673,0.000161404434080087
"655","2012-10-16/2012-10-17","2012-10-18","ARIMA(1,1,3)",0.00232586851984643,0.00242838132888835,0.00178423003835388,0.00181873608459947,0.659834435060219,0.751796052793861,0.175831805913082,0.0656636852326495,0.945856652188672,0.976193540009,0.575721943980316,0.204429952459522,1.55431223447522e-15,0.0554995362166239,7.10641105609746e-06
"656","2012-10-17/2012-10-18","2012-10-19","ARIMA(1,1,3)",0.00231616324213013,0.00242353721294433,0.00181228680043162,0.00183892448259969,0.622727402980101,0.696559751879468,0.220827133391174,0.280173390190858,0.31514435722122,0.353042082230365,0.350532797035011,0.171154800422319,0,0.101603453150739,4.60656011227025e-06
"657","2012-10-18/2012-10-19","2012-10-20","ARIMA(1,1,2)",0.00287116394340402,0.00288782169400777,0.00222703908441912,0.00218973671166843,0.441044581864077,0.580778994262335,0.500823109915721,0.496992550746587,0.483845920274797,0.49664562270987,0.625907537974108,0.403167098821209,4.32986979603811e-15,0.981204926673297,0.169747362914972
"658","2012-10-19/2012-10-20","2012-10-21","ARIMA(2,1,3)",0.00304071647775854,0.00304339431699975,0.00231284920800503,0.00223744986420446,0.140409068795913,0.133761878818349,0.207227443126244,0.0139631899364601,0.0797586598210068,0.00257577471706438,0.00260999036313214,0.00154205632719284,0,0.999980356582037,0.440572500056435
"659","2012-10-20/2012-10-21","2012-10-22","ARIMA(0,0,1) with zero mean",0.00259414602727669,0.00260343089794827,0.001942946742846,0.00192185680428568,0.260745574683111,0.376978387025104,0.197042970378107,0.281933720561229,0.789189881665008,0.857329872744699,0.924770312996605,0.764085935975039,0,0.999995436319973,0.0387446574569596
"660","2012-10-21/2012-10-22","2012-10-23","ARIMA(0,1,3)",0.00245164381226232,0.00254773813422497,0.00187419912450115,0.00189278542917568,0.991974331401584,0.995105718888674,0.896026920811784,0.693846518256965,0.110026699723721,0.18233158087933,0.241522756848605,0.0383169379903768,0,0.17586584157871,8.4638455936894e-06
"661","2012-10-22/2012-10-23","2012-10-24","ARIMA(1,1,2)",0.00253320817982328,0.00262174332580871,0.00193127655511109,0.00195097265105649,0.802062688085567,0.531773069696234,0.377591397198364,0.353495078928356,0.0911237207079398,0.135814653099655,0.208019259647245,0.287394686908554,0,0.17686479773786,0.000327877007128054
"662","2012-10-23/2012-10-24","2012-10-25","ARIMA(0,1,5)",0.00220388048728343,0.00229594848010682,0.00171214024601264,0.00170963117516063,0.999927256368844,0.99949944073471,0.975871408077782,0.989896368088142,3.05063318172261e-05,1.19276035528415e-05,1.46963824440016e-05,3.6481268922639e-05,0,0.549597004017644,5.42734051283626e-05
"663","2012-10-24/2012-10-25","2012-10-26","ARIMA(2,1,2)",0.00223276323569127,0.00231780513083562,0.0017239946685471,0.00172542086027868,0.873407293313241,0.795459303447687,0.830643052718145,0.899843117393593,8.69860516949927e-10,6.05293593025635e-13,1.81299419921288e-13,1.77968750847413e-13,0,0.470847843967333,8.51307806758026e-05
"664","2012-10-25/2012-10-26","2012-10-27","ARIMA(0,1,4)",0.00269952460362219,0.00270816079431109,0.00204346277850718,0.00198278931078974,0.999292652198986,0.96581198067397,0.637068016758115,0.744493950916464,0.0134689816399891,0.0275415044224069,0.0439825176913262,0.0441494390459983,0,0.999817231244262,0.30229632047925
"665","2012-10-26/2012-10-27","2012-10-28","ARIMA(0,1,2)",0.00305292399738773,0.0030622649111242,0.00224019917781809,0.00219916495803888,0.857747153484905,0.862542200281203,0.36422599496058,0.391281553223681,0.102232379380884,0.155354674798235,0.153156083666317,0.165884737591462,0,0.99709234752617,0.29785492263443
"666","2012-10-27/2012-10-28","2012-10-29","ARIMA(0,1,2)",0.0024554167317542,0.00253877837653469,0.00188197245440234,0.00186952707674574,0.94439411156136,0.0407559362428256,0.0434835628325313,0.0217176998627218,0,0,0,0,0,0.741208599780819,7.32178237786005e-05
"667","2012-10-28/2012-10-29","2012-10-30","ARIMA(3,1,2)",0.0025312223186702,0.00258491705854511,0.00196993522106317,0.00196351186333027,0.946988341955859,0.876597549751257,0.921773922678443,0.960427045768385,0,0,0,0,0,0.647326532886364,0.00211556256625554
"668","2012-10-29/2012-10-30","2012-10-31","ARIMA(1,1,3)",0.00256349445877197,0.00263658791146624,0.00200274811200253,0.00201410463988209,0.997323622307068,0.93900311117615,0.186501701880736,0.16870209347261,0.0564742151601261,0.0663742340153465,0.0982157525510726,0.141788628589747,1.4432899320127e-14,0.277396774389833,0.000119195371216624
"669","2012-10-30/2012-10-31","2012-11-01","ARIMA(1,1,3)",0.00231879076505321,0.00240229389596304,0.00179303797788134,0.0018207369953573,0.976901495719693,0.682468170471312,0.0633326493439053,0.101880582701569,0.00726604238480988,0.0153860751060864,0.0161130020966128,0.0290560493522424,7.55422724374455e-10,0.0775923076956393,7.80659860242502e-05
"670","2012-10-31/2012-11-01","2012-11-02","ARIMA(3,1,1)",0.00233525345256814,0.00241536963098954,0.00183249167185063,0.00185637466970508,0.99999655833463,0.998220017390327,0.91415129969911,0.860619520694924,0.00193712244421096,0.0036767392483178,0.00231573032992938,0.00166488975410584,0,0.120572893908636,0.000143149187341531
"671","2012-11-01/2012-11-02","2012-11-03","ARIMA(1,1,3)",0.00282415618089189,0.00284326464779203,0.00215593030506355,0.00212552937200173,0.88558387439035,0.840473540194885,0.899536891873667,0.877602275470918,0.000264616669633178,0.000123854651088662,0.000283521921673024,0.000129488669469158,5.55111512312578e-16,0.969878840161914,0.112247441208036
"672","2012-11-02/2012-11-03","2012-11-04","ARIMA(0,1,2)",0.00285953239396544,0.00288976420428297,0.00216161645129752,0.00214304861788187,0.748730123187118,0.0494872084031454,0.0807997570352691,0.12171302453476,2.80477863157103e-11,5.33657562584722e-11,1.42159173321943e-10,4.67058725028835e-10,0,0.903787516089239,0.0184644266159484
"673","2012-11-03/2012-11-04","2012-11-05","ARIMA(1,0,0) with zero mean",0.00263926524630889,0.00265793961212703,0.00204204979362803,0.00202255657067508,0.996261771148014,0.487405956596676,0.563327631810089,0.444065457884109,0.00585559001788005,0.0126120880679521,0.0220067965625343,0.0384879298191377,0,0.993849221654341,0.0103178517036979
"674","2012-11-04/2012-11-05","2012-11-06","ARIMA(2,1,1)",0.00255347186828533,0.00263515668664366,0.00201226405666557,0.00202155987465176,0.833990577988505,0.250264416445765,0.297858992119376,0.399067312762293,0.946210712913393,0.924485000538873,0.964574162636171,0.89955953636575,0,0.309628425416694,4.37306630835499e-05
"675","2012-11-05/2012-11-06","2012-11-07","ARIMA(1,1,3)",0.00253486096149406,0.00261583962928046,0.00197725380048376,0.00199862696596373,0.782894947471256,0.873019105240699,0.928254569286758,0.950473777762883,0.967695085843623,0.956646271407834,0.903269649116497,0.22765874307896,1.95294879897778e-05,0.145363959337612,0.000136336353110881
"676","2012-11-06/2012-11-07","2012-11-08","ARIMA(1,1,3)",0.00232625908817701,0.0024140280933567,0.00182507460397315,0.00183498706932239,0.820038276358664,0.761393495770272,0.847470292570303,0.912601116647908,0.0503840350000754,0.0890084074781068,0.129160603988982,0.192178758444286,1.49126220827522e-06,0.303160373012276,1.28213804279757e-05
"677","2012-11-07/2012-11-08","2012-11-09","ARIMA(2,1,2)",0.00230901450011101,0.00238930343050523,0.00180166207096789,0.00179925152909365,0.998415898117981,0.999461262742296,0.999731047443294,0.999947837248694,0.0799113337885449,0.13393401781071,0.208047906790119,0.204402077001625,1.53995915908034e-07,0.548951615270448,4.68474179378987e-05
"678","2012-11-08/2012-11-09","2012-11-10","ARIMA(0,1,3)",0.00275889298065014,0.0027657082731843,0.00208126512475431,0.00204672148105294,0.792650872271215,0.649165849934928,0.646241840480911,0.655778736513627,0.0827460914902944,0.142633079790066,0.157012719586257,0.216981135011824,9.74341844006688e-06,0.991002672972542,0.319823429196174
"679","2012-11-09/2012-11-10","2012-11-11","ARIMA(2,1,3)",0.00288857241525297,0.00290871115541981,0.00221364434244211,0.00217957399282279,0.891660183289632,0.901999807710697,0.844914839505873,0.90901829786758,0.00055727895538249,0.000333661465995561,0.000682936563888181,0.00147179687659493,0,0.990155664416888,0.0805967494811345
"680","2012-11-10/2012-11-11","2012-11-12","ARIMA(1,0,0) with zero mean",0.00259500303897613,0.00261251580844359,0.0019995712258627,0.00197861578098658,0.575489763183955,0.694258792475242,0.76125742495198,0.828481783176646,0.106877364239054,0.12485930635762,0.165982405059772,0.215753878943349,0,0.999453611304594,0.0065133440766898
"681","2012-11-11/2012-11-12","2012-11-13","ARIMA(2,1,2)",0.00257711097907387,0.00265669247438436,0.00202668753412766,0.00203291576561584,0.983943163763286,0.903851006613751,0.909919606094125,0.738509149182957,0.0111642733401303,0.00186360440176425,0.00374618194912224,0.00252553354276097,0,0.374707515925381,0.000109933035249566
"682","2012-11-12/2012-11-13","2012-11-14","ARIMA(1,1,3)",0.00246026420187665,0.0025380902304874,0.00189931769169381,0.0019087851905585,0.584763693555653,0.723045433734959,0.639594392567625,0.711629787833516,0.003102451303026,0.00304857701383765,0.00618846899975989,0.0116073904596729,7.78079502161688e-07,0.315629419364502,0.000471475435648062
"683","2012-11-13/2012-11-14","2012-11-15","ARIMA(1,1,3)",0.00225642796043492,0.00232583783797721,0.00175872574463815,0.00177133076980828,0.251872611291523,0.257802047178103,0.32375847968887,0.431492855728349,0.0180992232542811,0.033731895706221,0.053854493208992,0.0866281554016096,9.72838476442917e-11,0.251766861159733,0.00127237307557081
"684","2012-11-14/2012-11-15","2012-11-16","ARIMA(0,1,5)",0.0023246994827453,0.00240574634136337,0.00181979448898222,0.00182861754031821,0.999970108808669,0.97113645680312,0.906970343206438,0.939165112596673,0.0708362904909755,0.120654165909303,0.0640126853032187,0.0706371887617024,1.51686441185461e-11,0.318194407673306,4.36752092230663e-05
"685","2012-11-15/2012-11-16","2012-11-17","ARIMA(0,1,4)",0.00286373203509103,0.0028710542993991,0.0022256924203849,0.00217842750208119,0.997895147090882,0.999662427389026,0.941090127606565,0.953456935824038,6.78243727990635e-05,0.000144424485933659,0.000148042949908778,0.000272656392496295,9.70801217192729e-12,0.999447925138153,0.305084132108885
"686","2012-11-16/2012-11-17","2012-11-18","ARIMA(2,1,2)",0.00296199895055272,0.00300638071411802,0.00226739857343588,0.00225338112093925,0.979859364636239,0.993938340939035,0.810550117381456,0.848800448715732,0.0128981415019005,0.0192376179445516,0.0282489685521182,0.0311833190804605,0,0.818223244252664,0.00604559118977276
"687","2012-11-17/2012-11-18","2012-11-19","ARIMA(2,1,2)",0.00269848487453103,0.00275018131045771,0.00204135642766906,0.00203328304921444,0.98444206995458,0.95920973495269,0.981669734055127,0.848298209847356,0.324518397196511,0.405593708470998,0.369693484843075,0.466281542671082,0,0.651429580645925,0.0154298028747124
"688","2012-11-18/2012-11-19","2012-11-20","ARIMA(2,1,2)",0.00250001739088854,0.00257156366645943,0.00193185662742377,0.00195544312130274,0.656285428629,0.785395553572394,0.744631252768663,0.82028505236289,0,0,0,0,0,0.111668149500386,0.000627288673611715
"689","2012-11-19/2012-11-20","2012-11-21","ARIMA(2,1,3)",0.00248233181077273,0.00256919422542161,0.00192191604108183,0.00192356487676721,0.82219928328048,0.905690651890529,0.951744471597187,0.952535099377927,0,0,0,0,0,0.466690331854868,2.13506761316255e-05
"690","2012-11-20/2012-11-21","2012-11-22","ARIMA(2,1,1)",0.00226456292024291,0.00234118845126734,0.00175759832767697,0.00175582254313481,0.864549999787335,0.849922835369558,0.536819297950544,0.639956754298292,0.0991003876953447,0.14915013473802,0.181601601007607,0.20443922216401,4.12365364077516e-10,0.536032177199332,0.000194239300507261
"691","2012-11-21/2012-11-22","2012-11-23","ARIMA(2,1,1)",0.00228791352074699,0.00237168596347164,0.00174794795205277,0.0017521032805512,0.949077127068356,0.950360786597201,0.846793963632206,0.884174404354105,0.166319012520576,0.151828056067394,0.176789492518965,0.142215738946046,4.03010957938932e-14,0.413350597807346,3.03010372166215e-05
"692","2012-11-22/2012-11-23","2012-11-24","ARIMA(2,1,2)",0.0028161091751256,0.0028343519222803,0.00217408997606051,0.00213080769167678,0.725068325171483,0.84089948482057,0.864743813214654,0.924528537376546,0.0517850417268104,0.093016723159455,0.146250564146509,0.131952570771308,0,0.998281073146401,0.111117687239384
"693","2012-11-23/2012-11-24","2012-11-25","ARIMA(1,1,3)",0.00292800136218339,0.00295218914394346,0.00226890428018621,0.00223104751786401,0.930634419521565,0.359036075173357,0.424845826254137,0.537831561811232,0.00282649691772441,0.00547253895406175,0.00750143508979229,0.0141281810985698,0,0.989745132509444,0.0685535085126932
"694","2012-11-24/2012-11-25","2012-11-26","ARIMA(2,1,2)",0.00255259257028527,0.00261999632721947,0.00198812240440354,0.00197203804115885,0.990184714836983,0.57455052366671,0.609697695628747,0.647352413740039,0.0720511353345016,0.0876912090690469,0.141247201589543,0.198866036807037,0,0.795463368278845,0.00106921139101721
"695","2012-11-25/2012-11-26","2012-11-27","ARIMA(1,1,3)",0.00250023109561874,0.00257647931647156,0.00188530841651696,0.00190779304470377,0.999607139492168,0.999938849240591,0.99998730932374,0.999905888982291,0.0530354453795229,0.0515980463222127,0.0636557844008528,0.0530588426032212,0,0.10735026663532,8.04870280719452e-05
"696","2012-11-26/2012-11-27","2012-11-28","ARIMA(0,1,3)",0.00255680542182048,0.00262677476119313,0.00198573186714737,0.00200813610263725,0.999649347238386,0.999903264299943,0.997810247219078,0.998750341614468,9.58322310395943e-12,3.61655150271645e-11,1.24559029757165e-10,3.78942655032688e-10,0,0.121730249951224,0.000186356671580383
"697","2012-11-27/2012-11-28","2012-11-29","ARIMA(1,1,3)",0.0022692317828299,0.00236439264723167,0.0017542516054833,0.00177502428198937,0.65924192384457,0.743041984481125,0.759365792909076,0.831089897068018,8.75687300450068e-11,3.24381632665904e-10,1.11392828294754e-09,3.50915496660775e-09,0,0.137585708234568,2.00977821198141e-06
