"","train_days","oos_day","spec","fcst_rmse","rw_rmse","fcst_mae","rw_mae","box_p_lag4","box_p_lag5","box_p_lag6","box_p_lag7","jb_p","dm_p_1","dm_p_2"
"25","2011-01-25/2011-01-27","2011-01-28","ARIMA(0,1,5)",0.00327967323911249,0.00342252978490936,0.00258883449097459,0.00270226765182267,0.938319415445026,0.0960481210772276,0.154481118349576,0.223576708709,0,6.75334837127244e-06,7.33776019743832e-08
"26","2011-01-26/2011-01-28","2011-01-29","ARIMA(2,1,2)",0.00347123892984165,0.00351614702566156,0.00269212668745612,0.00274076179282833,0.684694551110844,0.323228481890037,0.442584359347079,0.481525175281264,0,0.0321268773875032,0.0645969097060357
"27","2011-01-27/2011-01-29","2011-01-30","ARIMA(0,1,2)",0.00379979003220903,0.00377399185724461,0.00294708988522906,0.00296916472411068,0.521249526790981,0.185769786325758,0.265339627566441,0.361281769643111,0,0.188965277183735,0.813582958929937
"28","2011-01-28/2011-01-30","2011-01-31","ARIMA(0,0,1) with zero mean",0.00339379106374939,0.00348238605014292,0.00267653530882754,0.00275711567972753,0.744752641063317,0.789787070060217,0.693800007941032,0.789160986175404,0,4.30540459320136e-08,6.13344962365744e-09
"29","2011-01-29/2011-01-31","2011-02-01","ARIMA(0,0,1) with zero mean",0.00326626161217002,0.0033474420402643,0.00255920812780906,0.00262351628596485,0.982531498354248,0.994549890663578,0.990495922848446,0.996716047197262,0,2.83462772370232e-06,8.12381111130354e-08
"30","2011-01-30/2011-02-01","2011-02-02","ARIMA(1,1,4)",0.00318302052484617,0.00327928332681515,0.00250721396047313,0.00258085978373831,0.993639084180701,0.998608182009325,0.977004292269864,0.956942561898389,0,9.56489480842957e-05,2.69089073882413e-06
"31","2011-01-31/2011-02-02","2011-02-03","ARIMA(2,1,2)",0.00340569241233804,0.0035760708449078,0.00267414156110186,0.00279869138314143,0.919873948933494,0.706847684197883,0.622041218370012,0.402156460915517,0.00100365134375091,2.62256340296777e-07,1.99717358108132e-09
"32","2011-02-01/2011-02-03","2011-02-04","ARIMA(2,1,2)",0.00349854708219225,0.00366585786439314,0.0026704688295366,0.00279436918961672,0.900482449833356,0.568084626610693,0.692812791079182,0.790749357137055,2.30482299912182e-13,2.21320479180446e-06,0.001075970125555
"33","2011-02-02/2011-02-04","2011-02-05","ARIMA(2,1,2)",0.00379322949344135,0.00388294019052768,0.00297840403887617,0.00308169431688833,0.513459620873543,0.206333629830312,0.301596982214712,0.397252925068938,0,0.00013651594395274,0.00201146115257853
"34","2011-02-03/2011-02-05","2011-02-06","ARIMA(1,1,3)",0.00399088205908932,0.00407283100876387,0.00316837233161398,0.00321494505315689,0.850471567864004,0.360418481470927,0.318144412092716,0.419547233547026,0,0.0529764320410831,0.00395716074897526
"35","2011-02-04/2011-02-06","2011-02-07","ARIMA(2,0,0) with zero mean",0.00368175288555063,0.00380751921049975,0.00291511826921767,0.0029939298097043,0.861809549452268,0.91506946142552,0.911589101256336,0.864381660938928,0,0.000118226321165498,3.80281922400804e-08
"36","2011-02-05/2011-02-07","2011-02-08","ARIMA(4,0,0) with zero mean",0.00354803034330568,0.00366655923847783,0.00277252261162104,0.00286747817208606,0.999956839573611,0.990490333509475,0.87661201396876,0.394694252809436,5.60075279725236e-05,2.71537294210609e-06,8.94785019684679e-08
"37","2011-02-06/2011-02-08","2011-02-09","ARIMA(0,1,2)",0.00368319528876221,0.00380474789622476,0.00292561472834818,0.00299512065489289,0.98401816683569,0.965611913782273,0.0824886534685314,0.106373982283818,1.88474296058949e-07,0.00623991979601104,1.56002057645126e-05
"38","2011-02-07/2011-02-09","2011-02-10","ARIMA(3,1,2)",0.00326996710271939,0.00342047368890328,0.00260616854707208,0.00270974455025182,0.990168755234359,0.898073051570949,0.464025856499428,0.525234486202867,0.000480285095699307,0.000142038280880342,2.25285608928243e-06
"39","2011-02-08/2011-02-10","2011-02-11","ARIMA(4,1,1)",0.00322032815748744,0.00337042760638439,0.00253585175016257,0.00265755990171795,0.999766673179356,0.999944305129596,0.764129246134918,0.228966832576861,0.00344167825718733,2.49877762925288e-06,3.82995527789643e-07
"40","2011-02-09/2011-02-11","2011-02-12","ARIMA(0,1,5)",0.00406915388853395,0.00412287546145383,0.00309331113379374,0.00314832258728693,0.999647945375212,0.996557290417773,0.776661443155009,0.359991419165312,0.000232332635350829,0.0306464334509012,0.0739336718479278
"41","2011-02-10/2011-02-12","2011-02-13","ARIMA(1,1,2)",0.00413463232045786,0.0042833392260113,0.00327207369832393,0.00339866743368263,0.934466408957083,0.973453473968629,0.745576889078119,0.836077318658047,0,1.32820519406184e-06,1.79189939831143e-07
"42","2011-02-11/2011-02-13","2011-02-14","ARIMA(1,0,0) with zero mean",0.00348744215736023,0.0035456978315701,0.00271707402905949,0.00275578578257324,0.956117461009103,0.965116969285591,0.980406474970847,0.90425052180824,0,0.0304124983836274,0.00462514592176528
"43","2011-02-12/2011-02-14","2011-02-15","ARIMA(1,0,0) with zero mean",0.00353926737107156,0.00361111894019637,0.00278003361471638,0.00283266289753251,0.962858829931112,0.967956010858331,0.982144556930569,0.768757428229943,0,0.00395955664582628,0.000583210533704208
"44","2011-02-13/2011-02-15","2011-02-16","ARIMA(2,1,2)",0.0036031705154872,0.00373084424938101,0.00281939507781802,0.00289840188379255,0.976559731173068,0.983776451027543,0.959338857670555,0.958014513818942,5.12340170288894e-11,0.00122701385618911,5.54977320499406e-06
"45","2011-02-14/2011-02-16","2011-02-17","ARIMA(2,1,2)",0.00350517284278417,0.0036155156907893,0.00277391739033012,0.00283281884001947,0.296355312173974,0.368648945583011,0.424623391382825,0.477675835903407,1.54920520856194e-12,0.0100045333376342,1.63273156626733e-05
"46","2011-02-15/2011-02-17","2011-02-18","ARIMA(2,1,2)",0.00333371394391031,0.00347089112584126,0.00257655326278906,0.00268210945135675,0.58947038502084,0.725728785724236,0.825765818562886,0.790870814247536,1.74389126250674e-07,7.27177245153668e-06,4.61680725907619e-08
"47","2011-02-16/2011-02-18","2011-02-19","ARIMA(3,1,2)",0.00391202650242519,0.00398300765512305,0.00307703253529428,0.00316791840273132,0.701371129844286,0.821553978405748,0.890978366539615,0.906280146277968,4.85034234998238e-12,0.000330236340084107,0.00723545025832951
"48","2011-02-17/2011-02-19","2011-02-20","ARIMA(2,1,3)",0.00386331572283906,0.00396397869300908,0.0030062716096477,0.00311832338343135,0.91911677558882,0.935903398082399,0.962169822949425,0.928118777199894,4.81836792687318e-14,3.70158536708172e-06,9.832914173317e-05
"49","2011-02-18/2011-02-20","2011-02-21","ARIMA(1,0,0) with zero mean",0.00336161501884463,0.00343498741803788,0.00264191253386544,0.00268950370549355,0.705735684203359,0.82292741439384,0.872600410304928,0.915799815556147,2.30926389122033e-14,0.00534349770825797,0.000166686666599435
"50","2011-02-19/2011-02-21","2011-02-22","ARIMA(1,0,0) with zero mean",0.00336665227748318,0.00343874485413468,0.00265900607073432,0.00272442927071089,0.97504625640574,0.992611172057065,0.992573362572554,0.996926638836314,9.81559522550413e-09,0.000140103744054925,8.12503189290386e-05
"51","2011-02-20/2011-02-22","2011-02-23","ARIMA(2,1,3)",0.00334545891661332,0.00343125204265837,0.00261891914525895,0.00270040982381537,0.976883523554461,0.993209710003982,0.531000559263298,0.330571889798739,2.26740848319196e-12,0.000135342753399427,0.000186967814953987
"52","2011-02-21/2011-02-23","2011-02-24","ARIMA(3,1,2)",0.00319810306529764,0.00332724734007849,0.00250832890371399,0.00261554815827763,0.728141164928681,0.817768596378273,0.224274644160767,0.151309052713197,6.56113302668349e-05,3.95891345119189e-07,4.73691341197734e-08
"53","2011-02-22/2011-02-24","2011-02-25","ARIMA(2,1,2)",0.00316814534631788,0.00327828089415831,0.00246362760707382,0.0025564185377503,0.550187833014073,0.665376403366338,0.544122684839333,0.463340928842351,1.93497741496351e-07,1.31450695214417e-05,2.51081398861254e-06
"54","2011-02-23/2011-02-25","2011-02-26","ARIMA(2,1,2)",0.00359224937720722,0.00360032357022409,0.00286666947849485,0.00290018470542708,0.832969335819339,0.834994881689545,0.746246549855077,0.536295647916797,3.01980662698043e-14,0.0830323195442265,0.379050389116904
"55","2011-02-24/2011-02-26","2011-02-27","ARIMA(2,1,3)",0.00376440127660555,0.00380256667039867,0.00298631584748351,0.00304272100174624,0.928557940851293,0.676973045676109,0.783040151752465,0.799943510840092,2.32372343589304e-10,0.00504784977251624,0.0608019048339586
"56","2011-02-25/2011-02-27","2011-02-28","ARIMA(1,0,0) with zero mean",0.00347425093483888,0.00355536845237489,0.00273825147909228,0.00282408368467417,0.999789340318733,0.684429658434549,0.495081202030989,0.524343415041595,2.87399384069076e-07,2.32506640164057e-08,8.80997619730517e-07
"57","2011-02-26/2011-02-28","2011-03-01","ARIMA(1,0,0) with zero mean",0.00341216157205342,0.00351121331293205,0.00273003840409704,0.00280265005228587,0.998946690052785,0.934516128498031,0.846880606674468,0.850302383391869,3.50950980197995e-05,1.53751892952884e-06,8.27239312333065e-10
"58","2011-02-27/2011-03-01","2011-03-02","ARIMA(1,0,2) with zero mean",0.00339923102551562,0.00350233152928876,0.00271244338788441,0.00277836713970922,0.974793187787165,0.960082682148589,0.954325504852124,0.978301033715623,9.72032720980565e-08,0.00021980626561756,1.13224221206747e-07
"59","2011-02-28/2011-03-02","2011-03-03","ARIMA(2,1,2)",0.00349508682192771,0.0036230533833999,0.00274095888662666,0.00285506302992184,0.931415116984802,0.951883129512912,0.888008848635477,0.917113772306733,0.00398597521242039,5.98539331847127e-06,5.56992133158581e-06
"60","2011-03-01/2011-03-03","2011-03-04","ARIMA(2,1,2)",0.0034303580123431,0.00359306186852174,0.00273197186336833,0.00287314274829354,0.924886205603342,0.968186873490835,0.887291729800046,0.904371003629907,0.000618004021190166,5.77916480308402e-08,3.22680320647893e-08
"61","2011-03-02/2011-03-04","2011-03-05","ARIMA(2,1,2)",0.00378815845683797,0.00386040973829179,0.00297248350761157,0.00305613771025908,0.857146134475357,0.93010120924169,0.887758882783678,0.924957039371794,0.00896132786944048,0.00166577761467927,0.0117038821979962
"62","2011-03-03/2011-03-05","2011-03-06","ARIMA(0,1,2)",0.00397532802369556,0.00408351622897114,0.00313736977432947,0.00324855792608822,0.670674855488122,0.667369410728488,0.326416256188778,0.434615803511978,4.22304197167378e-08,1.11271195982106e-05,2.82768493809674e-05
"63","2011-03-04/2011-03-06","2011-03-07","ARIMA(0,0,2) with zero mean",0.00346397746891278,0.00358340640161258,0.00269543682989278,0.00279255169595925,0.973753179180075,0.991973482655645,0.994565528509735,0.99345661659984,1.98472401965466e-05,1.45726770772177e-06,1.09930578603925e-07
"64","2011-03-05/2011-03-07","2011-03-08","ARIMA(0,0,2) with zero mean",0.00349104772020962,0.00356569463109276,0.00274240885696279,0.00280472601590487,0.905618229454689,0.922330827219365,0.910755114785563,0.888473208796349,4.24469697946073e-07,0.00157185684417635,0.000380001628135757
"65","2011-03-06/2011-03-08","2011-03-09","ARIMA(2,1,2)",0.00346994754204898,0.00361367972939037,0.00269886020084166,0.00280786418352556,0.97805054597806,0.799575179457069,0.495961239986428,0.589629718230563,3.09902215001046e-10,9.35246524854679e-06,2.94030623345063e-06
"66","2011-03-07/2011-03-09","2011-03-10","ARIMA(2,1,2)",0.0033700214611653,0.00357358905295897,0.00265062304157424,0.00283496909550797,0.8570437082378,0.831056157052241,0.0961912196931168,0.145961582491089,4.44089209850063e-16,2.56789563068049e-12,4.33932055975366e-13
"67","2011-03-08/2011-03-10","2011-03-11","ARIMA(2,1,2)",0.0035058389443867,0.00370056239557742,0.00278679618517976,0.00292207053873338,0.631731843790358,0.758650193595315,0.535828064594839,0.506603645278862,5.41255928965256e-12,8.04218013083645e-07,1.51034894645697e-10
"68","2011-03-09/2011-03-11","2011-03-12","ARIMA(2,1,2)",0.00403734291398549,0.00416136436309491,0.0031531813489882,0.00329712437442747,0.173242819071557,0.192819774683503,0.0625425644655733,0.0965349836250916,2.8115752392921e-08,8.14031754738646e-06,0.000554793200409594
"69","2011-03-10/2011-03-12","2011-03-13","ARIMA(1,1,3)",0.00407287876493687,0.00415338475113031,0.00317721749710058,0.00325370426806643,0.124840706877068,0.146597764479201,0.003829672696957,0.00321107796212239,2.67563748934663e-14,0.00679125845499404,0.00940852836996688
"70","2011-03-11/2011-03-13","2011-03-14","ARIMA(1,0,1) with zero mean",0.00375249662377392,0.00384161264416548,0.00296451812973157,0.00304402058813115,0.998476943663883,0.995510136231726,0.995552154154295,0.997271898782019,4.42992853511015e-09,0.000455330367923436,0.000312210928856093
"71","2011-03-12/2011-03-14","2011-03-15","ARIMA(1,0,4) with zero mean",0.00380912651854943,0.0039970997990974,0.00305599479594889,0.00318932098743249,0.997112699449929,0.997959562665728,0.958379158322665,0.629157303273528,1.68503089259531e-09,4.06048115084092e-08,2.21202220163705e-12
"72","2011-03-13/2011-03-15","2011-03-16","ARIMA(1,0,4) with zero mean",0.00391254940988417,0.00411108911788338,0.00303389893318987,0.00317537692343943,0.927499047881455,0.884404900264051,0.759054370279576,0.715334131369544,0.000603994896832605,9.46764937419324e-08,1.14644648239515e-08
"73","2011-03-14/2011-03-16","2011-03-17","ARIMA(2,1,2)",0.00350709819083746,0.00368382343490064,0.00277588517627213,0.0028942034108856,0.901041715129004,0.893737436157667,0.892413158820239,0.850610402589802,3.65263375101677e-13,8.56066911306452e-05,1.86712236245992e-07
"74","2011-03-15/2011-03-17","2011-03-18","ARIMA(0,1,5)",0.00334929405548789,0.00351551286973668,0.00264350068988457,0.00277362416905512,0.992122473868594,0.998202839569241,0.394659446992449,0.404204462961405,1.32116539930394e-14,8.0907345143399e-06,2.61128635696023e-07
"75","2011-03-16/2011-03-18","2011-03-19","ARIMA(0,1,5)",0.00410043367369729,0.00419217295092259,0.00319599140969597,0.00328219776967185,0.997016871485789,0.999416732332092,0.631458741812038,0.456535218783952,0,0.00489010993265076,0.00613763732935489
"76","2011-03-17/2011-03-19","2011-03-20","ARIMA(0,1,5)",0.0043230167167372,0.00442919654807335,0.00341733120039019,0.00351869557347858,0.999375410336052,0.999832788665194,0.474090248650418,0.590814753384696,3.21964677141295e-15,0.000587587188010398,0.000962949746845551
"77","2011-03-18/2011-03-20","2011-03-21","ARIMA(1,0,0) with zero mean",0.00383806338877521,0.00397799049606015,0.00304026533122021,0.00316418527682217,0.926750158042592,0.923552285746965,0.939312195990578,0.948684374220375,1.75327752316434e-10,6.69953638076496e-08,7.40336902892616e-09
"78","2011-03-19/2011-03-21","2011-03-22","ARIMA(1,0,0) with zero mean",0.00384897780049824,0.00391123455351756,0.00302329520686376,0.00306305330308932,0.889248003927475,0.842276542335748,0.897820474386678,0.898940841796907,3.12728567273268e-05,0.0484942467771126,0.00864112720966743
"79","2011-03-20/2011-03-22","2011-03-23","ARIMA(2,0,0) with zero mean",0.00385079450829524,0.00400979618626338,0.00303033605549652,0.00317824565696471,0.934142391865579,0.867526402089933,0.401746527536849,0.48650314213645,0.000758652026557338,7.96929270188643e-11,7.6513601449496e-11
"80","2011-03-21/2011-03-23","2011-03-24","ARIMA(2,1,2)",0.00371139677343472,0.00389103519949393,0.00291748170425619,0.00308599867556355,0.739227824308071,0.814136208123054,0.828986197663605,0.856548787956555,0.00732783814643134,4.50337975038344e-08,2.28653212604579e-07
"81","2011-03-22/2011-03-24","2011-03-25","ARIMA(1,0,4) with zero mean",0.00377255035261623,0.0039986938010919,0.00297502503333198,0.00316124562778225,0.587475067194544,0.668887597686671,0.652140086897882,0.503333500566234,8.35417912625758e-09,6.13985588849796e-11,1.48854345398281e-13
"82","2011-03-23/2011-03-25","2011-03-26","ARIMA(2,1,2) with drift",0.00430665607858368,0.00441805143605489,0.00335934384585644,0.0034864278474298,0.993124488415529,0.944457241248495,0.666678512421709,0.63551717586773,1.89717773713127e-08,0.000174765472692845,0.00235261673414454
"83","2011-03-24/2011-03-26","2011-03-27","ARIMA(2,0,3) with non-zero mean",0.00435340551047963,0.00443885178285728,0.0034519479340873,0.00350329028080395,0.181595623926946,0.281745922782619,0.339820336037624,0.449751744525836,0,0.0600734038491346,0.00692627471891622
"84","2011-03-25/2011-03-27","2011-03-28","ARIMA(3,0,2) with zero mean",0.00448281648696537,0.00458824047713326,0.00317138233990552,0.00327866930691942,0.484109695035938,0.617576345745849,0.735583157854077,0.810540217142306,9.10960196165433e-12,0.000103989036049784,0.00874808586244601
"85","2011-03-26/2011-03-28","2011-03-29","ARIMA(1,0,4) with zero mean",0.00388447701379986,0.00406424445966343,0.00302364339798098,0.00317253457754886,0.999404194309933,0.998912866436465,0.997398557755887,0.956709950419997,0,8.70562119555315e-11,6.58259418308646e-12
"86","2011-03-27/2011-03-29","2011-03-30","ARIMA(1,0,2) with zero mean",0.00375358660420042,0.00394657564068997,0.00295671917138975,0.00311040709898568,0.730181579668356,0.756671586905167,0.815749667114895,0.821387709795021,0,1.00548045206004e-10,1.66126228027892e-13
"87","2011-03-28/2011-03-30","2011-03-31","ARIMA(3,0,2) with zero mean",0.00381064629330974,0.00399807948907886,0.00304403353094335,0.00317340531646506,0.994712311827511,0.997885971351515,0.998996016695374,0.966769083819069,0,1.80858788546082e-06,3.21472783951702e-10
"88","2011-03-29/2011-03-31","2011-04-01","ARIMA(1,0,2) with zero mean",0.00393434617635301,0.00415018229835527,0.00310099187544711,0.00328435297602952,0.00802382232928955,0.00655414317221337,0.000996921517325444,0.00199291201981311,2.35031602602298e-06,9.63670338409697e-10,1.21470914531047e-10
"89","2011-03-30/2011-04-01","2011-04-02","ARIMA(0,1,5)",0.00407377431307155,0.00429378248926168,0.0032189762911541,0.0034227800710656,0.997907781674324,0.995488575373599,0.484912278784219,0.450667507629953,0.0400201618475144,1.25117132559151e-09,9.55396520645512e-10
"90","2011-03-31/2011-04-02","2011-04-03","ARIMA(0,1,2)",0.00423777854861907,0.00435805631060233,0.00336599929543233,0.00347627668548698,0.715833083541891,0.440358744266068,0.501147841681011,0.583432948404302,0.0537027264112999,0.00111039451419336,0.000944916412119928
"91","2011-04-01/2011-04-03","2011-04-04","ARIMA(1,0,4) with non-zero mean",0.00406691776758817,0.00430568944276712,0.00318216813759678,0.003368547394833,0.93693849821303,0.88227607921214,0.941015596420237,0.94002927340207,0.0107713446819132,1.94088449663315e-09,2.9333446226217e-11
"92","2011-04-02/2011-04-04","2011-04-05","ARIMA(2,0,3) with zero mean",0.00389111040428087,0.00416105604124909,0.00302315121398154,0.00322371587881064,0.998078990232363,0.998752662185452,0.978844708102712,0.81018586520663,0.000227337581781506,2.80370059896839e-11,1.59033584453723e-13
"93","2011-04-03/2011-04-05","2011-04-06","ARIMA(2,1,2)",0.00484699930533639,0.0053278123736039,0.00313686934184918,0.00335474057166346,0.98103431282135,0.994778750375492,0.847496496590402,0.877647983485232,1.52654109353278e-08,2.48241468259112e-08,0.0139605326694216
"94","2011-04-04/2011-04-06","2011-04-07","ARIMA(4,1,1)",0.0042060183938922,0.00446174892439993,0.0033072178530645,0.00350693223428748,0.988703056784137,0.915717112029586,0.0991184282474362,0.114018249745976,0,2.60162297773046e-06,1.13323348119842e-06
"95","2011-04-05/2011-04-07","2011-04-08","ARIMA(4,1,1)",0.00393546502081777,0.00411616815316867,0.00312021755702185,0.00323069978047612,0.999886660559777,0.99993538084998,0.836764028617714,0.898268697141378,0,0.00477291256309993,9.9550785111939e-05
"96","2011-04-06/2011-04-08","2011-04-09","ARIMA(4,1,1)",0.00439677104506937,0.00453926821258767,0.00350682081237215,0.0036077218065563,0.995714113002723,0.937041855218023,0.263546385099069,0.0605939930158436,0,0.010819041801951,0.00227933493825961
"97","2011-04-07/2011-04-09","2011-04-10","ARIMA(2,1,2)",0.00457751775015317,0.0048016742134516,0.00358497117350759,0.00377427581579956,0.835387383847764,0.741730276227207,0.78580643876698,0.748642724221269,2.27450816669972e-06,3.75916880602352e-07,9.21265896396388e-08
"98","2011-04-08/2011-04-10","2011-04-11","ARIMA(3,0,0) with zero mean",0.00413594750836689,0.00426317693660664,0.00328394206609082,0.00338666345600396,0.985508593289476,0.990039704618335,0.904278791939364,0.828060113234317,1.05636019054334e-06,0.000227093817087905,4.90156099435295e-05
"99","2011-04-09/2011-04-11","2011-04-12","ARIMA(0,0,3) with zero mean",0.00417232733896763,0.00436266682417573,0.00326083990169982,0.00339492502377749,0.999702759109087,0.990078852503043,0.603355491439838,0.244679766814165,0.00013914722755104,1.84271986667594e-06,1.22629615873654e-09
"100","2011-04-10/2011-04-12","2011-04-13","ARIMA(2,1,2)",0.00380503171713255,0.00409738493666354,0.00301809678573461,0.00323934106239097,0.891945151408895,0.952769502006607,0.954276902789596,0.941963849527111,3.39548571481885e-08,1.91330077622804e-11,8.28335089180532e-15
"101","2011-04-11/2011-04-13","2011-04-14","ARIMA(2,1,2)",0.00378364201081881,0.00401674204682574,0.00295804546432067,0.00314054023561138,0.981257453439228,0.994252377057489,0.997073233362471,0.995266002182804,8.54771806668708e-07,9.49503972481836e-08,5.92455266397195e-09
